variant,frame,fr_source,horizon,n_obs,alpha,beta,beta_se_nw,t_nw,t_hh,pvalue_nw,r2_in,r2_oos,cw_stat,cw_pvalue,p_neg,p_neg_ci_lo,p_neg_ci_hi,p_below_5pct,rho_ar1,beta_stambaugh
cape,current_regime,primary,h_36m,1650,0.10416502929146203,-0.036752493538492026,0.010494697730835122,-3.5020059158547507,-3.021098733723158,0.0004740850870999198,0.2138501317500524,0.13239792840053777,7.723974191254212,5.662137425588298e-15,0.0696969696969697,0.04242424242424243,0.09393939393939393,0.2,0.9839407807752286,-0.03669830977307731
cape,current_regime,primary,h_60m,1626,0.10204471773127528,-0.03487766015718769,0.0073884023636743915,-4.7205956633691475,-3.9225311667431972,2.5536597876927465e-06,0.3265799016404699,0.23104625087885478,10.526722532922207,0.0,0.03076923076923077,0.012307692307692308,0.04923076923076923,0.19692307692307692,0.9837896204458976,-0.03485084339970525
cape,current_regime,primary,h_120m,1566,0.09960473352205647,-0.022284668831255565,0.004392302802425229,-5.073572982935281,-4.6494649548298375,4.3703683076193884e-07,0.34455899371411913,0.4056691456502127,15.048202234538246,0.0,0.0,0.0,0.0,0.10223642172523961,0.9840736440954213,-0.022268489926827523
cape,current_regime,robustness_spxtr_only,h_60m,401,0.1219417999163985,-0.03214857976549628,0.009214594611833268,-3.4888761925794842,-3.6365514200020406,0.0005391034235913727,0.23930489219368167,-0.11459998373526936,3.980797743353981,3.434218654541077e-05,0.1,0.0375,0.1875,0.4625,0.9920967097775538,-0.03194159220109855
cape,current_regime,robustness_spxtr_only,h_120m,341,0.11755828209063879,-0.03172538697445306,0.005046290153972617,-6.286873328018549,,9.969712038129247e-10,0.5547284920862816,-0.5582228506376701,7.398644856203538,6.88338275267597e-14,0.0,0.0,0.0,0.0,0.9941291309270617,-0.03142163557436186
cape,current_regime,robustness_shiller_only,h_60m,1625,0.07283770814016155,-0.03156380504672616,0.005659807889175995,-5.576833289181039,-4.987144787108124,2.8642756350509836e-08,0.26691275312115703,0.15352333873793778,9.154726140241742,0.0,0.13846153846153847,0.10153846153846154,0.1753846153846154,0.3353846153846154,0.9837911713040002,-0.03154250220958664
cape,current_regime,robustness_shiller_only,h_120m,1565,0.06990019308965503,-0.020076735226680128,0.004961601531881534,-4.0464223290955506,-4.063288153034017,5.454655145790706e-05,0.2607382370558511,0.2836732607256237,13.718173671275904,0.0,0.16293929712460065,0.12460063897763578,0.20766773162939298,0.21405750798722045,0.9840588998694589,-0.02006071974064494
qratio,long_run,primary,h_12m,841,0.11904524556420652,-0.02524665747486688,0.014392161802703482,-1.754194944509618,-1.6101085391978536,0.07976217116713047,0.020065547140021067,-0.005860184060377804,-0.0032771759526294213,0.5013074017075949,0.3273809523809524,0.25595238095238093,0.4019345238095237,0.4226190476190476,0.9918376995224519,-0.025155747640953283
qratio,long_run,primary,h_36m,817,0.10851752557782253,-0.016552171678779818,0.009005873907479126,-1.8379306493547176,-1.5191278413922127,0.06643644386359661,0.0305504838179389,0.0003494801433063799,0.8076236928351991,0.20965362162233425,0.147239263803681,0.10429447852760736,0.2085889570552147,0.22085889570552147,0.9913970279133105,-0.016581984729551445
qratio,long_run,primary,h_60m,793,0.10609738744637608,-0.020749283229020334,0.009035788252055886,-2.296344563441857,-1.935135596410768,0.02191677522664559,0.0786897984104391,0.017331356647002916,2.7945123417991096,0.0025989028351225407,0.03773584905660377,0.012578616352201259,0.07547169811320754,0.1509433962264151,0.9916742138765465,-0.020651592559316503
qratio,long_run,primary,h_120m,733,0.10227349050010066,-0.02959843295245353,0.008548006986976437,-3.46261216182311,-3.2991964037297183,0.0005660913906602336,0.33484699309817767,0.2092109812163987,8.769635348596537,0.0,0.13013698630136986,0.07534246575342465,0.18493150684931506,0.3972602739726027,0.9913512904731179,-0.02948171432274691
qratio,long_run,robustness_spxtr_only,h_60m,401,0.11251460749094237,-0.03217569580347729,0.035844653612211966,-0.8976428159014294,-0.7777887382196258,0.3699173207991462,0.028722120526712858,-0.488731065865023,-5.316470817217427,0.9999999471004093,0.275,0.1875,0.375,0.2875,0.9838463367276944,-0.03181327405694334
qratio,long_run,robustness_spxtr_only,h_120m,341,0.10366346349074508,-0.07440314546757121,0.039927718881465186,-1.8634459356031439,-1.6018683757863474,0.06326403578492953,0.3115506160452598,-1.7122233063748218,-4.569902859380979,0.9999975602483264,0.3382352941176471,0.22757352941176473,0.4636029411764703,0.4411764705882353,0.9818488002657569,-0.07363793746009181
qratio,long_run,robustness_shiller_only,h_60m,792,0.06754394226258799,-0.007288911828148181,0.011962802185346873,-0.6092980319507667,-0.5248277384219528,0.5425020928019814,0.00859237000249502,0.004114631685885772,1.460908791402952,0.07202023682648873,0.14465408805031446,0.09433962264150944,0.20125786163522014,0.3522012578616352,0.991667613394789,-0.00714747483483497
qratio,long_run,robustness_shiller_only,h_120m,732,0.06340397258651465,-0.022976121579907298,0.010159562232952436,-2.2615267324594446,-2.695862328099307,0.024020076287706527,0.17000622920800135,0.15829038540661589,8.44535785481668,0.0,0.3424657534246575,0.2671232876712329,0.4246575342465753,0.5136986301369864,0.9913469040430924,-0.022796500160384547
qratio,current_regime,primary,h_12m,841,0.1177338886864137,-0.043851149116043826,0.015955846626222524,-2.7482809369687073,-2.1490613394304567,0.006119487960374842,0.07843755165649169,-0.13811766135857528,-0.21136438748651062,0.5836985281811546,0.20238095238095238,0.14568452380952382,0.2619047619047619,0.32142857142857145,0.955119299179471,-0.04379818024705133
qratio,current_regime,primary,h_36m,817,0.10790836230423206,-0.018099912403603986,0.016365268213288823,-1.105995463545572,-0.9706820227721619,0.26905484401890695,0.0480821574803062,-0.04702949233005205,-0.36577866315690133,0.6427348787324206,0.06134969325153374,0.027453987730061358,0.10429447852760736,0.10429447852760736,0.9556067898084915,-0.01813279127909648
qratio,current_regime,primary,h_60m,793,0.1057403042419076,-0.015068666752043647,0.011902202613479542,-1.2660401810819457,-1.425102834141043,0.20587143105148595,0.054728227343836755,-0.0009464524247384531,1.3597677722249963,0.0869517119408385,0.03164556962025317,0.006329113924050633,0.056962025316455694,0.21518987341772153,0.9554356822681875,-0.015047910352323914
qratio,current_regime,primary,h_120m,733,0.10333356418778669,-0.021669562350465858,0.0043647303996599,-4.9646966401760695,,8.570158760206636e-07,0.24060995953006048,0.3297414503965489,9.076294225764414,0.0,0.0,0.0,0.0,0.2054794520547945,0.9564008836431956,-0.02162062694747757
qratio,current_regime,robustness_spxtr_only,h_60m,401,0.11099213022981204,-0.011116780303738668,0.02125996222269138,-0.5228974627186027,-0.6029092070534355,0.6013358460909127,0.023304139633561927,-0.06185943049402498,-1.7452551400435523,0.9595297665539044,0.0,0.0,0.0,0.1125,0.979881692746705,-0.010985325854367992
qratio,current_regime,robustness_spxtr_only,h_120m,341,0.10801944038771255,-0.028519179079040256,0.006797499542327335,-4.195539683593098,,3.480397268178742e-05,0.37855345010119434,-0.8030844934045873,2.574287224751542,0.005022342398389612,0.0,0.0,0.0,0.04411764705882353,0.9818726421258246,-0.028213750773061264
qratio,current_regime,robustness_shiller_only,h_60m,792,0.06755044556577053,-0.011930610534288792,0.012277028155418007,-0.9717832673555988,-1.0794419793312178,0.33145582168768567,0.03038161771017933,-0.016604579799827324,0.06169404590185969,0.47540324081042795,0.20253164556962025,0.14224683544303798,0.26582278481012656,0.3227848101265823,0.9554328838530401,-0.011916533822253448
qratio,current_regime,robustness_shiller_only,h_120m,732,0.06437490355305121,-0.02057421146959041,0.003943958515025029,-5.216639929454188,,2.3760661792086336e-07,0.18284459682804033,0.27015335589448874,9.851004579462092,0.0,0.2671232876712329,0.19863013698630136,0.3424657534246575,0.3767123287671233,0.9564020062398446,-0.02052454255861495
