,bi_allequity_pct,bi_wilshire_pct,bi_spx_proxy,cape,qratio,ey_deficit,mean_reversion,crestmont
1873-10-31,,,,,,,111.94946204473955,11.67071521507602
1873-11-30,,,,,,,111.3958305730098,11.597045703353714
1873-12-31,,,,,,,119.01746398368998,12.373486729638081
1874-01-31,,,,,,,123.54990704598761,12.827050359888238
1874-02-28,,,,,,,127.2617068284851,13.194261661988657
1874-03-31,,,,,,,125.40580693723636,12.983983889458058
1874-04-30,,,,,,,123.86432903279952,12.806768153994982
1874-05-31,,,,,,,121.58314985688575,12.553639572312052
1874-06-30,,,,,,,123.96853604004045,12.782350135905803
1874-07-31,,,,,,,122.97658523654052,12.66265103943131
1874-08-31,,,,,,,124.24649239887461,12.775835702636025
1874-09-30,,,,,,,126.19218691071381,12.958078897766953
1874-10-31,,,,,,,127.97883035677775,13.123487498831027
1874-11-30,,,,,,,130.17521127479236,13.330375663855026
1874-12-31,,,,,,,129.32066940646766,13.22467516302726
1875-01-31,,,,,,,129.32066940646766,13.206507590998998
1875-02-28,,,,,,,129.0358221170261,13.159315714848887
1875-03-31,,,,,,,130.74490585367545,13.315294062764497
1875-04-30,,,,,,,131.36899804834803,13.360473347862868
1875-05-31,,,,,,,129.46712750140392,13.14896114017291
1875-06-30,,,,,,,129.02847960348137,13.08640875440423
1875-07-31,,,,,,,129.32306517335232,13.098267728427615
1875-08-31,,,,,,,128.8119919819013,13.028581737622979
1875-09-30,,,,,,,128.7338940336104,13.002795251099586
1875-10-31,,,,,,,126.67179504451366,12.776935859261387
1875-11-30,,,,,,,129.8438969007454,13.078902520326201
1875-12-31,,,,,,,130.97320828436756,13.174532094887386
1876-01-31,,,,,,,134.8433912717045,13.54519844901423
1876-02-29,,,,,,,136.6574279255839,13.708562624123703
1876-03-31,,,,,,,136.35508848327066,13.659443291360205
1876-04-30,,,,,,,132.37576322333513,13.242595057540745
1876-05-31,,,,,,,132.1742409481002,13.20427069490909
1876-06-30,,,,,,,134.94033004024521,13.462085176981011
1876-07-31,,,,,,,133.3145429313266,13.28162047836951
1876-08-31,,,,,,,126.59234994266541,12.59458819426531
1876-09-30,,,,,,,117.7607243569857,11.69984075264373
1876-10-31,,,,,,,114.9934170521067,11.409206312476678
1876-11-30,,,,,,,111.78365474165659,11.07550993361961
1876-12-31,,,,,,,109.19475399528568,10.80413923854555
1877-01-31,,,,,,,106.39699986487526,10.512856889549916
1877-02-28,,,,,,,102.7842151279908,10.141933680482863
1877-03-31,,,,,,,102.11138659497438,10.06170286867585
1877-04-30,,,,,,,92.1200670662653,9.064722885284352
1877-05-31,,,,,,,90.47472828631525,8.89058924932755
1877-06-30,,,,,,,88.76797614695649,8.710890388500985
1877-07-31,,,,,,,91.80361255384132,8.99640449788952
1877-08-31,,,,,,,102.06132525510203,9.987881428241748
1877-09-30,,,,,,,109.48239940611185,10.699400725754362
1877-10-31,,,,,,,111.8477598871081,10.915544616080366
1877-11-30,,,,,,,112.36089341440001,10.950558624008252
1877-12-31,,,,,,,112.01622809717793,10.901970624587738
1878-01-31,,,,,,,115.48137719083297,11.22377596739389
1878-02-28,,,,,,,114.1703458319745,11.081111465383904
1878-03-31,,,,,,,118.80000823554136,11.514615745934709
1878-04-30,,,,,,,123.41318817321651,11.945312691544096
1878-05-31,,,,,,,127.90961275205356,12.363519186717856
1878-06-30,,,,,,,133.5576553947252,12.891714572236848
1878-07-31,,,,,,,134.76883662733755,12.990753632483534
1878-08-31,,,,,,,132.12220478879786,12.718141469889115
1878-09-30,,,,,,,134.80294517581692,12.958364503862771
1878-10-31,,,,,,,134.76883662733755,12.93728849052528
1878-11-30,,,,,,,135.90764346618664,13.028686602439771
1878-12-31,,,,,,,138.26739319805998,13.236693183544482
1879-01-31,,,,,,,141.8279637227199,13.55890341148593
1879-02-28,,,,,,,145.3075957520324,13.872476201809388
1879-03-31,,,,,,,144.60113619774515,13.786065859353123
1879-04-30,,,,,,,151.09219488599595,14.385125185687363
1879-05-31,,,,,,,157.90537078271194,15.013138438911815
1879-06-30,,,,,,,160.5738105809423,15.245872144175044
1879-07-31,,,,,,,161.91312131019197,15.35191569112252
1879-08-31,,,,,,,163.11544646843598,15.444668560145674
1879-09-30,,,,,,,163.42657774924265,15.452870395053576
1879-10-31,,,,,,,171.60001189578193,16.203422691153097
1879-11-30,,,,,,,171.63671922688007,16.184624373111212
1879-12-31,,,,,,,166.25105095002166,15.655242210867131
1880-01-31,,,,,,,167.7368490710882,15.773455483935912
1880-02-29,,,,,,,170.6911184285046,16.02921521620193
1880-03-31,,,,,,,172.3334335453734,16.16120908234638
1880-04-30,,,,,,,175.036675593722,16.39216573347854
1880-05-31,,,,,,,166.06635917083528,15.530731673003045
1880-06-30,,,,,,,170.20178361356614,15.895614840323391
1880-07-31,,,,,,,178.01898453109945,16.602845079044872
1880-08-31,,,,,,,184.41487619089943,17.17572664288528
1880-09-30,,,,,,,182.1809986848659,16.944361904969224
1880-10-31,,,,,,,187.45651022979445,17.411077154660216
1880-11-30,,,,,,,195.31074946507044,18.115662909058088
1880-12-31,,,,,,,201.2845452576982,18.644102725851212
1881-01-31,,,,18.473952301404932,,4.00160630035484,215.5033046682328,19.93370205726
1881-02-28,,,,18.147258164990234,,2.944918204165007,212.65850072602706,19.64353966608212
1881-03-31,,,,18.27011914020499,,3.8732017481594463,215.07115794658165,19.839108192548334
1881-04-30,,,,17.950108278222892,,-0.9104003240636,212.2605945780536,19.55295140693932
1881-05-31,,,,18.869718693152596,,-2.6364721865652223,224.03245619435586,20.60899704170017
1881-06-30,,,,19.02871073111579,,-4.68198501673033,226.7897787321326,20.83398590047315
1881-07-31,,,,18.116367187389745,,-5.983572745619168,216.69690925572993,19.879459749362784
1881-08-31,,,,17.28624355397345,,-8.317605732344731,207.46892346938776,19.006751040556505
1881-09-30,,,,16.7248366487729,,-11.516315767795533,201.32371174088007,18.418435327881877
1881-10-31,,,,16.261989411181354,,-12.713780711593985,196.2678739283095,17.931226432942964
1881-11-30,,,,16.478642316644866,,-10.515883790103008,199.39100410816764,18.191533446904078
1881-12-31,,,,15.958754206105077,,-9.639214265575117,193.59288121003027,17.638274790379416
1882-01-31,,,,15.678764160028743,,-10.838809731276868,190.69381976096162,17.350272936355648
1882-02-28,,,,15.15386152836304,,-10.978076596002943,184.7790227715304,16.789019399028142
1882-03-31,,,,15.091670299486747,,-11.004436976006911,184.45988801717544,16.736998517228344
1882-04-30,,,,14.916997168375303,,-11.002880253077658,182.76725183732518,16.56063520505647
1882-05-31,,,,14.567103202191761,,-13.240938743525824,178.91346358788263,16.18917077718743
1882-06-30,,,,14.327404890131673,,-14.355157928707143,176.3697663701693,15.937077800466847
1882-07-31,,,,15.24055976121783,,-11.84752179913768,188.0001368699292,16.96468072413358
1882-08-31,,,,15.525429331463036,,-10.582154520082359,191.89527397317715,17.29238022411309
1882-09-30,,,,16.081106624462315,,-3.5265835102123297,199.14008671750426,17.920584112675158
1882-10-31,,,,15.755581030526557,,-1.7933417134739011,195.52558884274274,17.57114423742017
1882-11-30,,,,15.192670313165344,,-2.0190152832510453,188.91646205634328,16.953884378877238
1882-12-31,,,,15.382128332081974,,-1.0031342920278865,191.69925608124365,17.179986290247502
1883-01-31,,,,15.270259119098576,,-1.04992735767203,190.7144996287715,17.068252942340184
1883-02-28,,,,14.757590146176224,,-1.2947761591161608,184.6894155731549,16.50632289587938
1883-03-31,,,,15.051254121401639,,-0.23807250520468504,188.7449867238272,16.84560940646106
1883-04-30,,,,15.482067222036676,,1.7557206246837032,194.53712255215268,17.33870914387574
1883-05-31,,,,15.335497637337069,,3.469266216597907,193.07994974489793,17.1851933492154
1883-06-30,,,,15.903388388583798,,7.247526348111508,200.59521462325404,17.829566578451832
1883-07-31,,,,15.948783127017032,,8.263977852988768,201.5245410162706,17.887561106595513
1883-08-31,,,,15.196810876629852,,8.75567474528042,192.3803210050611,17.052450863711286
1883-09-30,,,,15.49469242579346,,7.355206492449893,196.49600488163273,17.39333487691818
1883-10-31,,,,15.048056270223839,,6.323259916476976,191.16609516513273,16.898298404763402
1883-11-30,,,,15.40821814244887,,6.565146443656953,196.02832963603166,17.30429527486224
1883-12-31,,,,14.896403941887169,,4.527584890460715,189.7447859073994,16.726608824788475
1884-01-31,,,,14.432821721970724,,4.311129054074848,184.05954887646607,16.20314711655857
1884-02-29,,,,14.80596022881671,,5.348362631318872,189.03413127853275,16.61820912206382
1884-03-31,,,,14.73602345401447,,4.437023188346786,188.32347664966608,16.532990992720084
1884-04-30,,,,14.35345368257947,,5.282015606070622,183.57996111945417,16.094415594762516
1884-05-31,,,,13.465050313804905,,5.869123609899551,172.33373123286992,15.087705598573036
1884-06-30,,,,12.90687648366686,,2.8311042421428914,165.29213791367738,14.451338675480622
1884-07-31,,,,13.043931585991663,,2.0255878607178106,167.0876279384514,14.588248339147974
1884-08-31,,,,13.859813341769318,,2.4685503651398433,177.57743417673984,15.482803529562327
1884-09-30,,,,13.569154744335718,,2.3687921845448487,173.84793119270776,15.136808800121344
1884-10-31,,,,13.273251319134149,,3.227310504207935,170.03553311949636,14.784527782927666
1884-11-30,,,,13.304437602119723,,4.3536369618593564,170.37413518095443,14.79361822350175
1884-12-31,,,,13.432292746944755,,6.392404850484301,171.93669345156545,14.90878613557851
1885-01-31,,,,13.129817425635956,,6.212564809018562,167.97501848724366,14.545256491713817
1885-02-28,,,,13.384817593597958,,5.314020484052242,171.15746453810826,14.800469861203045
1885-03-31,,,,13.734194093452503,,7.553864864204079,175.53947310362395,15.158541637280996
1885-04-30,,,,13.548548541030048,,4.522631603830649,173.12519594086197,14.9295212240318
1885-05-31,,,,13.711371872561926,,4.778548489633772,175.17142972466434,15.085226983138114
1885-06-30,,,,13.978784368698337,,7.056099573384653,178.56187953088303,15.356077501242009
